Make,Model,Year,Price (PKR),Mileage (KM),Fuel Type,Transmission,City,Condition
Suzuki,Wagon R,2017,1039278,83243,Petrol,Manual,Lahore,Used
Toyota,Aqua,2020,2444423,176997,Diesel,Manual,Rawalpindi,Used
Suzuki,Cultus,2001,400000,178154,Petrol,Automatic,Karachi,Used
Honda,BR-V,2008,2062754,14258,Petrol,Automatic,Peshawar,Used
Kia,Picanto,2021,3294414,137989,Petrol,Automatic,Sialkot,Used
Suzuki,Alto,2015,400000,52990,Hybrid,Manual,Lahore,Used
Suzuki,Cultus,2023,1177471,102434,Petrol,Manual,Quetta,Used
Daihatsu,Move,2001,1738263,167700,Petrol,Automatic,Sialkot,Used
Suzuki,Swift,2016,538592,41009,Electric,Manual,Multan,Used
Changan,Karvaan,2004,1644631,132816,Petrol,Automatic,Peshawar,Used
Honda,Civic,2014,1251843,46532,Petrol,Automatic,Islamabad,Used
Honda,Fit,2012,2659457,6223,Petrol,Automatic,Peshawar,Used
BMW,X5,2024,6150291,169282,Diesel,Automatic,Peshawar,Used
Toyota,Corolla,2012,2281247,22114,Diesel,Manual,Faisalabad,Used
Toyota,Hilux,2019,3131243,94845,Electric,Manual,Peshawar,Used
Hyundai,Elantra,2012,1994507,27,Diesel,Automatic,Lahore,New
Toyota,Corolla,2012,1491801,168351,Petrol,Automatic,Lahore,Used
Honda,Civic,2001,1448632,104681,Petrol,Manual,Quetta,Used
Kia,Picanto,2022,1420092,115328,Petrol,Manual,Islamabad,Used
Toyota,Corolla,2016,1537382,34887,Diesel,Manual,Rawalpindi,Used
Honda,BR-V,2016,2411576,82424,Petrol,Manual,Rawalpindi,Used
Kia,Sorento,2010,1110164,33948,Diesel,Manual,Islamabad,Used
BMW,3 Series,2002,7040022,124734,Hybrid,Manual,Faisalabad,Used
Toyota,Corolla,2005,1441661,86974,Petrol,Automatic,Lahore,Used
Daihatsu,Mira,2000,701308,98723,Diesel,Manual,Lahore,Used
Toyota,Aqua,2005,1661830,76259,Diesel,Manual,Multan,Used
Honda,City,2003,887248,32187,Petrol,Manual,Quetta,Used
Suzuki,Swift,2024,830216,131636,Hybrid,Automatic,Multan,Used
Toyota,Corolla,2008,400000,156165,Diesel,Automatic,Peshawar,Used
Honda,N WGN,2003,796100,95636,Petrol,Manual,Islamabad,Used
Daihatsu,Cuore,2019,1726876,60,Diesel,Automatic,Lahore,New
Hyundai,Sonata,2007,2214492,137888,Petrol,Manual,Multan,Used
Hyundai,Tucson,2014,3116152,28073,Diesel,Manual,Peshawar,Used
Suzuki,Swift,2023,834750,113092,Petrol,Automatic,Lahore,Used
Hyundai,Sonata,2016,2896066,100248,Diesel,Automatic,Quetta,Used
Toyota,Hilux,2019,2627197,34890,Petrol,Automatic,Karachi,Used
Toyota,Aqua,2017,1763947,48032,Petrol,Manual,Lahore,Used
Suzuki,Cultus,2006,400000,124811,Diesel,Automatic,Peshawar,Used
Suzuki,Swift,2001,585963,123097,Petrol,Automatic,Quetta,Used
Suzuki,Alto,2017,830457,138256,Diesel,Automatic,Islamabad,Used
Kia,Picanto,2003,1042356,105837,Petrol,Automatic,Faisalabad,Used
Toyota,Aqua,2009,1487737,113198,Petrol,Manual,Sialkot,Used
Daihatsu,Cuore,2023,2365270,59974,Petrol,Manual,Peshawar,Used
Audi,A4,2022,10044754,171953,Petrol,Automatic,Peshawar,Used
Honda,N WGN,2018,2711155,79954,Diesel,Manual,Karachi,Used
Honda,Civic,2012,1183005,74986,Diesel,Automatic,Faisalabad,Used
Kia,Picanto,2001,1662935,146865,Petrol,Manual,Lahore,Used
Honda,N WGN,2007,2647615,67284,Petrol,Manual,Karachi,Used
Audi,Q5,2013,10333995,8398,Diesel,Automatic,Quetta,Used
Hyundai,Sonata,2024,2324051,82116,Petrol,Automatic,Islamabad,Used
Changan,Oshan X7,2016,1061112,78167,Petrol,Automatic,Islamabad,Used
Honda,BR-V,2000,1543662,45292,Hybrid,Automatic,Faisalabad,Used
Honda,N WGN,2017,2211149,62661,Hybrid,Automatic,Sialkot,Used
Suzuki,Mehran,2017,823431,60929,Petrol,Manual,Peshawar,Used
Toyota,Hilux,2016,3685184,35073,Petrol,Manual,Rawalpindi,Used
Nissan,Juke,2019,1356932,104974,Hybrid,Automatic,Multan,Used
Suzuki,Wagon R,2000,400000,138361,Petrol,Automatic,Faisalabad,Used
Nissan,Dayz,2010,1315310,146026,Petrol,Automatic,Rawalpindi,Used
Kia,Picanto,2021,1795065,145969,Diesel,Manual,Lahore,Used
Hyundai,Elantra,2000,2292155,27943,Petrol,Automatic,Faisalabad,Used
Honda,N WGN,2007,2005115,123259,Petrol,Manual,Peshawar,Used
Suzuki,Alto,2017,1250370,96,Diesel,Automatic,Lahore,New
Toyota,Hilux,2003,674393,27676,Petrol,Manual,Multan,Used
Toyota,Corolla,2015,2081308,107496,Diesel,Manual,Islamabad,Used
Toyota,Aqua,2000,2903411,37305,Petrol,Manual,Sialkot,Used
Honda,Civic,2009,2225938,113174,Hybrid,Automatic,Islamabad,Used
Suzuki,Mehran,2008,400000,19257,Diesel,Manual,Sialkot,Used
Suzuki,Alto,2008,400000,42,Petrol,Automatic,Lahore,New
Toyota,Corolla,2006,2255498,166570,Petrol,Automatic,Peshawar,Used
Hyundai,Santro,2005,1600868,91,Diesel,Manual,Faisalabad,New
Daihatsu,Mira,2021,3271074,121747,Petrol,Manual,Quetta,Used
Honda,City,2020,2523588,146195,Petrol,Automatic,Lahore,Used
Nissan,Juke,2020,3557117,51,Diesel,Automatic,Karachi,New
Honda,N WGN,2017,1647775,107891,Petrol,Manual,Islamabad,Used
Toyota,Hilux,2002,3135706,178717,Petrol,Automatic,Sialkot,Used
Suzuki,Cultus,2005,649219,131747,Hybrid,Automatic,Rawalpindi,Used
Hyundai,Elantra,2002,1918125,59204,Petrol,Manual,Multan,Used
Toyota,Vitz,2001,2088085,90,Hybrid,Manual,Faisalabad,New
Honda,N WGN,2005,1797901,159056,Petrol,Automatic,Sialkot,Used
Suzuki,Cultus,2016,491288,131382,Diesel,Automatic,Sialkot,Used
Nissan,Clipper,2005,2578828,60447,Petrol,Automatic,Peshawar,Used
Honda,Civic,2021,2780498,131226,Petrol,Manual,Rawalpindi,Used
Honda,Fit,2000,400000,160280,Petrol,Automatic,Islamabad,Used
Suzuki,Wagon R,2005,400000,152745,Petrol,Manual,Lahore,Used
Suzuki,Mehran,2015,540084,112680,Petrol,Automatic,Sialkot,Used
Toyota,Aqua,2014,1287528,104145,Petrol,Automatic,Karachi,Used
Suzuki,Mehran,2021,658731,30244,Petrol,Automatic,Sialkot,Used
Honda,Civic,2002,400000,146370,Diesel,Manual,Sialkot,Used
Toyota,Corolla,2022,2296151,104938,Petrol,Automatic,Multan,Used
Suzuki,Swift,2024,887889,161838,Diesel,Manual,Faisalabad,Used
Suzuki,Alto,2018,1219357,103311,Petrol,Manual,Multan,Used
Toyota,Yaris,2013,1967073,145536,Petrol,Manual,Faisalabad,Used
Changan,Karvaan,2024,3815695,131476,Petrol,Manual,Faisalabad,Used
Changan,Oshan X7,2011,2674629,177827,Petrol,Automatic,Quetta,Used
Hyundai,Elantra,2003,1828535,149330,Petrol,Automatic,Islamabad,Used
Toyota,Corolla,2002,1307471,119131,Petrol,Manual,Rawalpindi,Used
Toyota,Hilux,2001,1149779,80096,Diesel,Automatic,Islamabad,Used
Honda,Fit,2000,2293604,56051,Petrol,Automatic,Islamabad,Used
Kia,Stonic,2007,1626877,77335,Diesel,Manual,Multan,Used
Toyota,Yaris,2016,1533257,70,Petrol,Manual,Peshawar,New
Changan,Karvaan,2007,962595,110894,Petrol,Manual,Islamabad,Used
Toyota,Corolla,2017,2282261,14,Diesel,Manual,Sialkot,New
Hyundai,Sonata,2022,2893959,131780,Diesel,Manual,Quetta,Used
Kia,Sportage,2015,1151930,171110,Diesel,Automatic,Rawalpindi,Used
Hyundai,Santro,2011,832061,70079,Petrol,Manual,Peshawar,Used
Suzuki,Cultus,2015,400000,75536,Petrol,Automatic,Quetta,Used
Kia,Picanto,2023,2566088,65085,Petrol,Automatic,Peshawar,Used
Suzuki,Alto,2003,400000,165911,Petrol,Automatic,Quetta,Used
Toyota,Aqua,2015,3405627,133661,Petrol,Manual,Multan,Used
Suzuki,Mehran,2004,400000,69,Petrol,Manual,Multan,New
Daihatsu,Mira,2014,2870489,87746,Petrol,Automatic,Rawalpindi,Used
Toyota,Corolla,2010,1965843,148802,Petrol,Manual,Quetta,Used
Changan,Karvaan,2011,2659423,114862,Diesel,Manual,Peshawar,Used
Daihatsu,Move,2014,1095207,64917,Diesel,Manual,Rawalpindi,Used
Honda,Fit,2006,651340,7553,Petrol,Manual,Islamabad,Used
Changan,Oshan X7,2016,2154000,83652,Petrol,Automatic,Multan,Used
Suzuki,Cultus,2001,400000,170114,Petrol,Manual,Faisalabad,Used
Toyota,Hilux,2017,2125185,10199,Petrol,Manual,Rawalpindi,Used
Honda,N WGN,2005,1429399,90220,Petrol,Manual,Quetta,Used
Nissan,Clipper,2019,1897717,172924,Diesel,Manual,Multan,Used
Honda,N WGN,2012,1434810,47467,Petrol,Manual,Peshawar,Used
Honda,BR-V,2019,2246131,100201,Diesel,Manual,Multan,Used
Suzuki,Alto,2004,434520,25988,Petrol,Manual,Lahore,Used
Suzuki,Swift,2017,595544,97,Electric,Automatic,Faisalabad,New
Honda,Civic,2020,2892937,65124,Petrol,Manual,Quetta,Used
Honda,City,2016,1422980,178945,Petrol,Manual,Quetta,Used
Toyota,Hilux,2008,615752,51409,Petrol,Manual,Multan,Used
Honda,N WGN,2009,2159168,64540,Diesel,Manual,Faisalabad,Used
Toyota,Aqua,2004,400000,40730,Petrol,Manual,Sialkot,Used
Suzuki,Swift,2024,809576,81787,Petrol,Automatic,Sialkot,Used
Toyota,Vitz,2017,2258340,174342,Petrol,Manual,Rawalpindi,Used
Suzuki,Swift,2020,1220471,79626,Petrol,Manual,Multan,Used
Suzuki,Alto,2005,400000,166934,Petrol,Manual,Rawalpindi,Used
Toyota,Yaris,2001,572290,31810,Petrol,Automatic,Quetta,Used
Kia,Picanto,2002,2503948,94630,Petrol,Manual,Peshawar,Used
Toyota,Corolla,2010,1729906,34,Diesel,Automatic,Sialkot,New
Toyota,Yaris,2008,977153,70263,Petrol,Manual,Rawalpindi,Used
Kia,Sportage,2006,400000,179589,Hybrid,Manual,Multan,Used
Kia,Stonic,2010,400000,141557,Petrol,Manual,Faisalabad,Used
Suzuki,Alto,2021,765630,170913,Petrol,Automatic,Islamabad,Used
Hyundai,Tucson,2012,1231406,157325,Diesel,Manual,Islamabad,Used
Toyota,Corolla,2007,789296,168874,Petrol,Manual,Islamabad,Used
Kia,Sportage,2004,964821,173990,Diesel,Manual,Rawalpindi,Used
Suzuki,Swift,2011,735599,132219,Diesel,Manual,Sialkot,Used
Kia,Picanto,2018,2583661,127786,Petrol,Automatic,Lahore,Used
Honda,Fit,2009,2749890,124034,Petrol,Manual,Islamabad,Used
Nissan,Juke,2011,1695101,21604,Petrol,Manual,Rawalpindi,Used
Honda,Fit,2024,2687529,112427,Petrol,Automatic,Lahore,Used
Honda,Civic,2001,1045790,13198,Petrol,Manual,Rawalpindi,Used
Suzuki,Mehran,2020,1153028,142840,Petrol,Manual,Karachi,Used
Toyota,Hilux,2022,2206693,10,Petrol,Automatic,Peshawar,New
Honda,Fit,2011,1031608,143679,Petrol,Automatic,Faisalabad,Used
Suzuki,Cultus,2016,400000,49,Petrol,Automatic,Islamabad,New
Honda,N WGN,2013,3182185,125250,Diesel,Manual,Lahore,Used
Suzuki,Cultus,2017,868783,144958,Electric,Manual,Peshawar,Used
Nissan,Juke,2010,2159361,89790,Petrol,Automatic,Multan,Used
Hyundai,Sonata,2011,2440339,5051,Diesel,Manual,Karachi,Used
Honda,BR-V,2000,1274892,87550,Petrol,Manual,Sialkot,Used
Honda,N WGN,2018,1176231,98233,Petrol,Manual,Peshawar,Used
Nissan,Dayz,2007,2214777,154549,Petrol,Automatic,Lahore,Used
Kia,Sorento,2005,3299413,161036,Petrol,Automatic,Multan,Used
Suzuki,Alto,2024,1255401,36598,Diesel,Automatic,Karachi,Used
Honda,Fit,2001,400000,146539,Petrol,Manual,Sialkot,Used
Kia,Picanto,2001,1344508,161010,Petrol,Automatic,Rawalpindi,Used
Toyota,Vitz,2004,400000,154799,Diesel,Manual,Faisalabad,Used
Suzuki,Mehran,2013,522261,131070,Petrol,Manual,Multan,Used
Honda,City,2017,3332929,68521,Petrol,Manual,Peshawar,Used
Kia,Sportage,2003,1851062,96306,Petrol,Manual,Karachi,Used
Hyundai,Elantra,2011,2846307,120464,Petrol,Automatic,Rawalpindi,Used
Kia,Picanto,2024,1859931,19296,Petrol,Automatic,Faisalabad,Used
Suzuki,Alto,2009,400000,59790,Diesel,Automatic,Rawalpindi,Used
Honda,BR-V,2017,1935984,103725,Petrol,Automatic,Faisalabad,Used
Suzuki,Wagon R,2006,447957,18915,Petrol,Automatic,Lahore,Used
Toyota,Aqua,2021,2908445,10001,Petrol,Manual,Rawalpindi,Used
Changan,Oshan X7,2022,2656068,76,Petrol,Automatic,Rawalpindi,New
Honda,Fit,2017,1413659,69852,Hybrid,Manual,Peshawar,Used
Honda,City,2000,1378110,168900,Petrol,Manual,Karachi,Used
Honda,Fit,2000,1485610,44769,Petrol,Manual,Islamabad,Used
Suzuki,Swift,2016,1043726,114401,Petrol,Automatic,Multan,Used
Changan,Oshan X7,2010,1393292,176041,Petrol,Automatic,Islamabad,Used
Toyota,Hilux,2004,400000,46431,Petrol,Automatic,Islamabad,Used
Toyota,Yaris,2023,2762403,52,Petrol,Manual,Islamabad,New
Hyundai,Tucson,2004,631762,153646,Petrol,Automatic,Rawalpindi,Used
Kia,Stonic,2002,2672364,136681,Diesel,Manual,Peshawar,Used
Suzuki,Swift,2015,563772,64316,Petrol,Automatic,Faisalabad,Used
BMW,X1,2023,7687323,51419,Hybrid,Manual,Quetta,Used
Kia,Sorento,2007,400000,104712,Diesel,Manual,Sialkot,Used
Honda,Civic,2016,3211907,69414,Petrol,Manual,Karachi,Used
Honda,N WGN,2024,1706760,81330,Petrol,Manual,Faisalabad,Used
Toyota,Vitz,2009,412385,42287,Petrol,Manual,Lahore,Used
Kia,Sportage,2005,3074851,108040,Petrol,Manual,Karachi,Used
Suzuki,Mehran,2022,1213129,70557,Petrol,Automatic,Lahore,Used
Suzuki,Swift,2020,1067890,139130,Petrol,Automatic,Multan,Used
Honda,Civic,2024,2905901,177891,Diesel,Automatic,Islamabad,Used
Suzuki,Alto,2013,631574,169220,Petrol,Automatic,Rawalpindi,Used
Suzuki,Wagon R,2000,400000,6507,Petrol,Manual,Rawalpindi,Used
Suzuki,Swift,2014,400000,162313,Petrol,Manual,Sialkot,Used
Hyundai,Elantra,2001,400000,14626,Petrol,Automatic,Faisalabad,Used
Toyota,Corolla,2001,1301269,79548,Petrol,Automatic,Quetta,Used
Hyundai,Sonata,2001,1322156,47,Diesel,Automatic,Multan,New
Daihatsu,Mira,2009,1172282,91300,Petrol,Automatic,Rawalpindi,Used
Honda,Civic,2018,3529616,131789,Diesel,Manual,Multan,Used
Honda,BR-V,2008,2392152,166032,Petrol,Manual,Quetta,Used
Hyundai,Elantra,2022,2271416,35987,Petrol,Automatic,Rawalpindi,Used
Hyundai,Santro,2013,1938544,81,Petrol,Automatic,Faisalabad,New
Suzuki,Alto,2009,439855,6607,Petrol,Manual,Peshawar,Used
Toyota,Hilux,2019,2009491,91642,Diesel,Manual,Quetta,Used
Hyundai,Elantra,2015,2618542,92846,Petrol,Manual,Karachi,Used
Daihatsu,Move,2018,2266706,145479,Petrol,Manual,Peshawar,Used
Suzuki,Cultus,2008,400000,169236,Petrol,Automatic,Multan,Used
Suzuki,Alto,2024,1129776,76171,Petrol,Manual,Rawalpindi,Used
Toyota,Aqua,2006,1609276,103098,Diesel,Automatic,Lahore,Used
Toyota,Corolla,2015,1741870,94159,Hybrid,Manual,Peshawar,Used
Suzuki,Alto,2016,564012,14582,Petrol,Automatic,Karachi,Used
Toyota,Corolla,2021,1674170,127388,Diesel,Automatic,Sialkot,Used
Hyundai,Sonata,2000,1669126,89116,Petrol,Manual,Faisalabad,Used
Honda,Fit,2021,2004367,76732,Petrol,Automatic,Rawalpindi,Used
Honda,N WGN,2010,1354666,69179,Petrol,Manual,Peshawar,Used
Honda,Civic,2004,1033947,49,Petrol,Manual,Multan,New
Suzuki,Mehran,2018,867821,86904,Petrol,Automatic,Sialkot,Used
Suzuki,Swift,2018,1094534,124428,Petrol,Manual,Quetta,Used
Suzuki,Cultus,2004,400000,100276,Petrol,Manual,Peshawar,Used
Toyota,Corolla,2002,1153835,125911,Diesel,Manual,Peshawar,Used
Honda,City,2016,1447016,150791,Petrol,Manual,Sialkot,Used
Toyota,Hilux,2013,1512094,46686,Hybrid,Manual,Lahore,Used
Toyota,Hilux,2013,2288210,94705,Petrol,Automatic,Islamabad,Used
Kia,Sportage,2023,3824537,34969,Petrol,Manual,Peshawar,Used
Honda,Fit,2005,2648685,161830,Petrol,Manual,Peshawar,Used
Honda,Civic,2002,400000,171758,Diesel,Automatic,Islamabad,Used
Toyota,Aqua,2012,2827772,58912,Petrol,Manual,Faisalabad,Used
Honda,BR-V,2013,2595217,157758,Petrol,Manual,Islamabad,Used
Daihatsu,Mira,2011,1461402,151808,Diesel,Manual,Lahore,Used
Daihatsu,Mira,2007,2756817,168896,Petrol,Manual,Multan,Used
Toyota,Hilux,2006,2803651,54342,Petrol,Manual,Multan,Used
Suzuki,Cultus,2004,1038725,18,Diesel,Manual,Multan,New
Changan,Alsvin,2002,1489240,163447,Hybrid,Automatic,Quetta,Used
Honda,N WGN,2014,2003306,116351,Petrol,Manual,Rawalpindi,Used
Kia,Stonic,2013,3168307,13771,Hybrid,Manual,Peshawar,Used
Suzuki,Swift,2022,1238730,59,Petrol,Automatic,Rawalpindi,New
Toyota,Corolla,2021,3748260,165704,Petrol,Manual,Sialkot,Used
Hyundai,Santro,2014,2515803,91904,Petrol,Manual,Faisalabad,Used
Suzuki,Mehran,2023,1336952,21100,Petrol,Automatic,Karachi,Used
Honda,BR-V,2023,2619454,26629,Petrol,Automatic,Faisalabad,Used
Suzuki,Mehran,2008,719661,34242,Petrol,Automatic,Quetta,Used
Toyota,Yaris,2008,1153733,52398,Diesel,Automatic,Peshawar,Used
Changan,Alsvin,2019,1721533,113251,Diesel,Automatic,Quetta,Used
Kia,Picanto,2006,2459192,173364,Petrol,Automatic,Karachi,Used
Suzuki,Swift,2015,902754,104562,Petrol,Manual,Quetta,Used
Suzuki,Mehran,2013,499852,86,Petrol,Automatic,Lahore,New
Nissan,Juke,2011,2586577,92809,Petrol,Automatic,Faisalabad,Used
Honda,Fit,2014,1542519,56098,Petrol,Automatic,Peshawar,Used
Honda,Civic,2002,400000,13,Petrol,Manual,Rawalpindi,New
Kia,Stonic,2006,1391439,76,Petrol,Automatic,Lahore,New
Kia,Sportage,2002,520776,177069,Diesel,Automatic,Lahore,Used
Kia,Stonic,2009,626073,77452,Diesel,Manual,Faisalabad,Used
Suzuki,Alto,2008,400000,92203,Electric,Manual,Faisalabad,Used
Suzuki,Alto,2015,400000,107926,Petrol,Manual,Lahore,Used
Suzuki,Swift,2006,400000,72894,Petrol,Automatic,Lahore,Used
Honda,BR-V,2024,3587510,176144,Petrol,Automatic,Multan,Used
Toyota,Aqua,2012,2649904,130341,Petrol,Automatic,Sialkot,Used
Suzuki,Swift,2022,1233711,153699,Petrol,Manual,Peshawar,Used
Kia,Sorento,2001,400000,145149,Diesel,Manual,Lahore,Used
Daihatsu,Move,2020,3725018,105706,Petrol,Manual,Multan,Used
Nissan,Juke,2022,1701125,54666,Petrol,Automatic,Karachi,Used
Kia,Picanto,2015,3224233,135989,Petrol,Manual,Karachi,Used
Suzuki,Alto,2010,400000,35982,Petrol,Manual,Sialkot,Used
Suzuki,Mehran,2007,400000,133160,Petrol,Manual,Karachi,Used
Suzuki,Cultus,2000,400000,30504,Petrol,Automatic,Lahore,Used
Hyundai,Tucson,2003,1831457,58121,Petrol,Manual,Peshawar,Used
Suzuki,Mehran,2017,841764,160473,Petrol,Automatic,Lahore,Used
Toyota,Vitz,2005,3030247,119992,Petrol,Automatic,Islamabad,Used
Suzuki,Mehran,2012,400000,26160,Petrol,Automatic,Lahore,Used
Kia,Stonic,2013,3093589,59043,Petrol,Manual,Sialkot,Used
Toyota,Yaris,2005,400000,52186,Diesel,Automatic,Faisalabad,Used
Toyota,Corolla,2017,1366405,30082,Petrol,Automatic,Quetta,Used
Hyundai,Elantra,2008,1339682,87,Diesel,Manual,Quetta,New
Suzuki,Alto,2001,400000,118946,Petrol,Manual,Karachi,Used
Suzuki,Alto,2017,400000,139978,Petrol,Automatic,Quetta,Used
Honda,BR-V,2013,2314327,33870,Petrol,Automatic,Rawalpindi,Used
Kia,Picanto,2012,827609,158378,Petrol,Manual,Islamabad,Used
Suzuki,Mehran,2014,812847,124993,Diesel,Manual,Faisalabad,Used
Suzuki,Cultus,2001,400000,40783,Petrol,Manual,Quetta,Used
Toyota,Aqua,2007,1438976,156551,Hybrid,Automatic,Lahore,Used
Toyota,Hilux,2015,1529975,129122,Diesel,Manual,Karachi,Used
Kia,Picanto,2007,3094893,160129,Hybrid,Automatic,Multan,Used
Changan,Alsvin,2015,3395182,116594,Petrol,Manual,Lahore,Used
Toyota,Yaris,2002,400000,62149,Petrol,Manual,Rawalpindi,Used
Honda,Civic,2000,1789609,125398,Diesel,Automatic,Quetta,Used
Toyota,Yaris,2022,2891944,171042,Petrol,Automatic,Multan,Used
Nissan,Clipper,2016,2843475,89,Hybrid,Automatic,Lahore,New
Honda,BR-V,2023,3591253,18516,Petrol,Manual,Quetta,Used
Honda,BR-V,2011,3469571,151999,Diesel,Automatic,Islamabad,Used
Changan,Alsvin,2017,2834688,59996,Diesel,Automatic,Peshawar,Used
Toyota,Aqua,2016,2445327,21611,Petrol,Manual,Quetta,Used
Honda,Civic,2015,3210194,123483,Petrol,Automatic,Rawalpindi,Used
Nissan,Clipper,2002,978457,9,Petrol,Manual,Lahore,New
Kia,Sorento,2004,3224442,81852,Petrol,Automatic,Quetta,Used
Toyota,Vitz,2023,2677930,21501,Petrol,Automatic,Sialkot,Used
Honda,Fit,2018,2366308,160545,Petrol,Manual,Quetta,Used
Toyota,Yaris,2009,1844690,131941,Petrol,Manual,Karachi,Used
Suzuki,Wagon R,2014,1037930,145330,Petrol,Automatic,Islamabad,Used
Suzuki,Alto,2001,561162,120576,Petrol,Automatic,Rawalpindi,Used
Honda,Civic,2021,2824025,102757,Petrol,Automatic,Sialkot,Used
Toyota,Corolla,2012,1149352,88943,Petrol,Manual,Faisalabad,Used
Toyota,Aqua,2024,3906387,153172,Diesel,Manual,Peshawar,Used
Kia,Sorento,2001,2998556,85761,Petrol,Automatic,Quetta,Used
Toyota,Aqua,2001,400000,143001,Petrol,Manual,Rawalpindi,Used
Suzuki,Mehran,2014,400000,108395,Petrol,Manual,Sialkot,Used
BMW,3 Series,2011,8182776,102735,Petrol,Manual,Peshawar,Used
Toyota,Vitz,2017,2841877,56,Petrol,Manual,Multan,New
Suzuki,Mehran,2019,719152,60,Hybrid,Manual,Lahore,New
Audi,Q5,2002,8532889,71,Petrol,Automatic,Rawalpindi,New
Suzuki,Swift,2009,400000,158408,Petrol,Manual,Rawalpindi,Used
Suzuki,Alto,2004,400000,37552,Petrol,Manual,Multan,Used
Suzuki,Cultus,2000,400000,22491,Petrol,Manual,Quetta,Used
Honda,BR-V,2020,1725906,139355,Diesel,Automatic,Faisalabad,Used
Suzuki,Alto,2004,400000,47810,Petrol,Manual,Multan,Used
Honda,BR-V,2001,3029768,139707,Petrol,Automatic,Lahore,Used
Honda,City,2017,2410048,76161,Petrol,Manual,Lahore,Used
Honda,BR-V,2004,2535665,47,Diesel,Manual,Peshawar,New
Nissan,Dayz,2003,2582739,54392,Diesel,Automatic,Multan,Used
Toyota,Corolla,2003,400000,96281,Petrol,Manual,Islamabad,Used
Hyundai,Sonata,2005,945290,63289,Petrol,Automatic,Rawalpindi,Used
Toyota,Yaris,2004,2588901,25377,Petrol,Manual,Multan,Used
Suzuki,Alto,2001,400000,20536,Petrol,Manual,Karachi,Used
Suzuki,Alto,2024,929806,26,Petrol,Automatic,Islamabad,New
Kia,Sportage,2002,551639,96183,Petrol,Automatic,Sialkot,Used
Honda,Civic,2018,3427458,55213,Hybrid,Automatic,Sialkot,Used
Suzuki,Alto,2006,400000,159502,Petrol,Automatic,Islamabad,Used
Daihatsu,Move,2013,1646789,34581,Diesel,Manual,Lahore,Used
Toyota,Hilux,2004,1859514,151048,Diesel,Automatic,Peshawar,Used
Honda,Fit,2009,1635801,64211,Petrol,Manual,Multan,Used
Suzuki,Alto,2015,793790,8351,Electric,Manual,Lahore,Used
Toyota,Hilux,2021,1883662,108497,Petrol,Automatic,Islamabad,Used
Suzuki,Cultus,2010,718667,66045,Diesel,Manual,Faisalabad,Used
Hyundai,Sonata,2024,3178709,129735,Petrol,Manual,Quetta,Used
Honda,City,2024,2012502,133277,Petrol,Automatic,Karachi,Used
Suzuki,Alto,2002,400000,105304,Petrol,Manual,Islamabad,Used
Toyota,Hilux,2003,1906071,127164,Petrol,Manual,Quetta,Used
Honda,N WGN,2010,2484098,9632,Hybrid,Automatic,Multan,Used
Nissan,Dayz,2012,2142397,125496,Petrol,Automatic,Sialkot,Used
Kia,Stonic,2022,3231153,86909,Diesel,Manual,Lahore,Used
Honda,Fit,2021,3477375,128160,Petrol,Automatic,Sialkot,Used
Suzuki,Wagon R,2015,600016,79563,Petrol,Automatic,Karachi,Used
Suzuki,Wagon R,2011,1106508,168880,Petrol,Automatic,Multan,Used
Toyota,Aqua,2013,1947365,66504,Petrol,Automatic,Lahore,Used
Daihatsu,Mira,2010,2879867,14798,Petrol,Manual,Sialkot,Used
Nissan,Clipper,2000,3416269,87972,Petrol,Manual,Peshawar,Used
Honda,Fit,2003,1018907,135215,Petrol,Manual,Islamabad,Used
Honda,BR-V,2013,823367,61119,Petrol,Automatic,Faisalabad,Used
Changan,Karvaan,2007,400000,29833,Petrol,Manual,Lahore,Used
Honda,N WGN,2015,2686318,175796,Diesel,Manual,Multan,Used
Kia,Stonic,2006,977980,123811,Petrol,Automatic,Karachi,Used
Honda,N WGN,2005,849457,75237,Hybrid,Manual,Karachi,Used
Honda,BR-V,2014,1537558,119134,Petrol,Automatic,Rawalpindi,Used
Daihatsu,Move,2009,1093555,66900,Petrol,Automatic,Islamabad,Used
Suzuki,Cultus,2009,400000,115629,Petrol,Automatic,Rawalpindi,Used
Suzuki,Cultus,2000,400000,51133,Petrol,Automatic,Quetta,Used
Hyundai,Tucson,2002,2126489,111694,Diesel,Automatic,Multan,Used
BMW,3 Series,2004,9480148,141828,Petrol,Manual,Quetta,Used
Nissan,Dayz,2019,2498738,158177,Diesel,Automatic,Multan,Used
Suzuki,Alto,2005,400000,112053,Petrol,Automatic,Quetta,Used
Honda,Civic,2010,2759636,77806,Diesel,Automatic,Peshawar,Used
Toyota,Aqua,2009,1238511,88,Hybrid,Automatic,Faisalabad,New
Honda,BR-V,2020,2877936,145223,Diesel,Manual,Multan,Used
Suzuki,Swift,2008,400000,60151,Diesel,Automatic,Quetta,Used
Honda,Fit,2001,400000,128493,Diesel,Manual,Multan,Used
Daihatsu,Mira,2005,3078458,97237,Petrol,Manual,Quetta,Used
Kia,Sportage,2020,3208427,5806,Petrol,Manual,Peshawar,Used
